PRODUCT_NUM                     ,DEPARTMENT                ,COMMODITY                 ,BRAND_TY,NATURAL_ORGANIC_FLAG
07026029                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07026389                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07026673                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07027233                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07027273                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07027291                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07027532                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07027778                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07027837                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07028404                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07028664                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07029238                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07029269                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07030115                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07030166                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07030711                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07030862                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031038                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031294                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031325                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031630                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031865                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031904                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031918                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07031931                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07032186                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07032222                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07032510                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07032515                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07033045                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07033069                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07033080                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07038585                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07040265                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07041417                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07056415                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07056421                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07058771                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07060607                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07060608                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07064948                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07064977                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07066578                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07070364                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07075897                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07076235                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07077403                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07083842                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07084571                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07084832                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07085140                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07085545                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07085990                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07086460                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07086689                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07087141                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07087854                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07088720                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07088721                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07089679                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07090853                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07093791                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07094616                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07107491                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07113239                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07113242                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07113249                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07114104                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07114258                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07114352                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07114663                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07117491                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07118692                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07118795                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07118944                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07119169                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07119966                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07120620                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07120832                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07121428                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07122492                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07122838                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07124586                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07124587                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07124711                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07138951                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07141779                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07142263                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07154071                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07163816                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07165918                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07166804                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07168308                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07170286                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07170336                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07170813                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07170837                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07171733                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07171936                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07172291                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07172293                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07173340                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07174025                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07175929                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07187858                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07188292                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07189122                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07189431                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07190906                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07207460                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07226571                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07226709                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07226808                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07226967                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07227163                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07227240                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07227353                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07228229                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07228256                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07228389                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07228782                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07229464                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07229861                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07230084                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07230506                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07230911                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07231124                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07231884                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07232037                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07239532                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07240238                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07253092                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07253191                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07253255                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07253520                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07254047                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07254118                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07254770                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07255249                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07255335                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07255487                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07255514                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07255584                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07256348                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07256430                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07256613                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07256790                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07256965                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07257472                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07257647                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07258008                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07258009                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07258011                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07258242                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07264795                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07267776                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07267790                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07267972                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07268018                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07268021                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07268034                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07268642                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07268876                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269113                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269116                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269134                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269148                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269153                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269547                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269579                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07269823                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07270052                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07270073                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07270089                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07270564                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271253                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271509                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271906                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271932                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271948                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271952                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07271959                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07272134                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07272347                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07272815                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07273315                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07273760                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07273765                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274000                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274040                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274195                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274400                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274415                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274436                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274611                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274880                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07274882                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07278517                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07279002                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07279600                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07280130                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07280141                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07280565                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07280612                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07280632                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07281162                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07282205                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07282751                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07283226                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07283684                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07285225                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07285683                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07286729                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07286745                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07286761                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07287027                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07288821                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07289818                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07290351                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07291332                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07291855                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07291867                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07293375                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07294396                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07308610                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07309648                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07310032                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07310096                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07312457                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07313388                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07314335                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07315258                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07315977                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07323979                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07325529                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07349384                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07349521                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07349532                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07352763                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
07392430                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,N
00248769                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,Y
00456574                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,Y
00671379                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,Y
07043254                        ,NON-FOOD                  ,GIFT                      ,NATIONAL,Y
00080059                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00082507                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00082611                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00083519                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00083536                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00083546                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00083548                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00594162                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00594173                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00629238                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00629239                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
04043709                        ,NON-FOOD                  ,MISC                      ,PRIVATE ,N
00146073                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00146108                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00340118                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00340125                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00362849                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00362884                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00362897                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00362898                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00362960                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00550700                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00681004                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00681238                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00913437                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00942988                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00942997                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00942998                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943008                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943112                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943146                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943248                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943251                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943343                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943370                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943640                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00943647                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00949934                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00958925                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00964376                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00965684                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
00990108                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01010942                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01010952                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01022462                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040829                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040883                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040893                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040900                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040930                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040940                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040947                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01040963                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01041029                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01101918                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01103477                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01107380                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01207010                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01263737                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01263777                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01263803                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01263812                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
01317201                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02249194                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02273074                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02678741                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02698715                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02842040                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02846025                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02950981                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
02950987                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03044101                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03307298                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03325542                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03325575                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03325588                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03326026                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03743944                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
03743963                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04187871                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04223142                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04242353                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04296135                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04632687                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04632688                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04682915                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04854030                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
04876079                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05091411                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05128411                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05159556                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05219447                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05219448                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05219449                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05219450                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05247300                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05399484                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05401119                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05448539                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05526252                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05610992                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05730986                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05751488                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05753033                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05755804                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05824244                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05824317                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05824513                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05940145                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05954178                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05961545                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
05971354                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06084167                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06086712                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06091585                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06094732                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06166829                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06167523                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06233384                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06263067                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06374730                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06397886                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06399752                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06435030                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06435587                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06443579                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06443914                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06444220                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06444224                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06448305                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06476953                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06489975                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06491655                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06494309                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06499182                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06543140                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06565178                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06581630                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06588867                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06592834                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06595584                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06597536                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06600569                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06600614                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06631519                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06652092                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06655586                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06666379                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06715080                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06717715                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06724159                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06725863                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06726060                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06733898                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06735218                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06749310                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06754010                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
06775764                        ,NON-FOOD                  ,MISC                      ,NATIONAL,N
